Work Package Code,Service Code,Service Line
G,G4,81.11. The cleaning of all bomb curtains requires a proportion of curtains to facilitate phased cleaning. The service shall be managed via the Additional Works and Approvals process.
G,G4,"81.12. Bomb blast nets have a limited life, circa five (5) years, and shall need replacement from time to time; costs for replacement shall be managed via the Additional Works and Approvals process."
G,G4,"81.13. The Supplier shall ensure that Supplier Staff are trained in the use of industrial cleaning equipment including high level clean and reach systems, steam cleaners and pressure washers."
G,G4,"81.14. Where appropriate, the Supplier shall ensure that all Supplier Staff are trained and qualified under the International Powered Access Federation (IPAF) and The Industrial Rope Access Trade Association (IRATA)."
G,G4,"81.15. All windows shall be left free of any dirt, streaks, smears or runs, and window frames are to be clear of any dirty water marks resulting from the cleaning task."
G,G4,"81.16. Maintenance procedures shall be appropriate to the finish of the fixture or windowpane and shall comply with manufacturer’s requirements, in line with Good Industry Practice."
G,G4,81.17. Guidance shall be sought from the various trade and governing bodies for the sector including but not limited to:
G,G4,81.17.1. The British Window Cleaning Academy; and
G,G4,81.17.2. Federation of Window Cleaners
G,G4,"81.18. The Supplier shall be a Safety Accredited member (SAM) of the Federation of Window Cleaners (or similar), ensuring:"
G,G4,"81.18.1. All staff have IOSH accredited training, specifically for window cleaning activities;"
G,G4,81.18.2. Required levels of public and employers liability insurance; and
G,G4,"81.18.3. Safety policies, risk assessments and method statements meet minimum requirements."
G,G5,Window Cleaning (External)
G,G5,"82.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G5,82.2. The Supplier shall ensure that cleaning is carried out [bi-annually] to the required Standard or in line with local by-laws in force in certain parts of the UK.
G,G5,82.3. The schedule shall be agreed with the Buyer and planned via the CAFM system or other PPM schedule.
G,G5,82.4. The method statement shall include the required quality Standard and shall be provided by the Supplier within the Service Delivery Plan
G,G5,"82.5. The Supplier shall, wherever possible, use water-efficient cleaning methods for window cleaning"
G,G5,82.6. Rectification of any failure to clean to the required Standard shall be carried out free of charge.
G,G5,82.7. The Supplier shall Deliver the Service making use of existing fixed access equipment at the Buyer Premises or via a pole and reach solution.
G,G5,"82.8. The Supplier shall be responsible for the provision of equipment, labour and materials required to deliver the Service. "
G,G5,"82.9. Where mobile or fixed access equipment is not present at the Buyer Premises and the glazed area/s to be cleaned exceed a height of 20 metres, the Supplier shall make provision for the supply of portable access equipment within its Costs for the Service. Prices shall be inclusive of all labour and associated cleaning materials."
G,G5,"82.10. Subject to notification made to the helpdesk by the Buyer Authorised Representative, spot cleaning for splashes and excessive soiling which is impairing visibility shall be undertaken by the Supplier using procedures appropriate to the finish of the fixture or window pane. Splashes and excessive soiling shall be removed within agreed Operational Working Hours to response times within Appendix B - Helpdesk Response Times and Work Package N (Helpdesk Services)."
G,G5,"82.11. The Supplier shall ensure that Supplier Staff are trained in the use of industrial cleaning equipment including high level clean and reach systems, steam cleaners and pressure washers."
G,G5,"82.12. Where appropriate, the Supplier shall ensure that all Supplier Staff are trained and qualified under the International Powered Access Federation (IPAF) and The Industrial Rope Access Trade Association (IRATA)."
G,G5,"82.13. All windows shall be left free of any dirt, streaks, smears or runs, and window frames shall be clear of any dirty water marks resulting from the cleaning task."
G,G5,"82.14. Maintenance procedures shall be appropriate to the finish of the fixture or windowpane and shall comply with manufacturer’s requirements, in line with Good Industry Practice."
G,G5,82.15. Guidance shall sought from the various trade and governing bodies for the sector including but not limited to:
G,G5,82.15.1. The British Window Cleaning Academy; and
G,G5,82.15.2. Federation of Window Cleaners.
G,G5,"82.16. The Supplier shall be a Safety Accredited member (SAM) of the Federation of Window Cleaners (or similar), ensuring:"
G,G5,"82.16.1. All staff have IOSH accredited training, specifically for window cleaning activities;"
G,G5,82.16.2. Required levels of public and employers liability insurance; and
G,G5,"82.16.3. Safety policies, risk assessments and method statements meet minimum requirements."
G,G6,Cleaning of External Areas
G,G6,"83.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G6,"83.2. The Supplier shall ensure that external building fabric, lighting, fixtures and fittings are maintained and clean. "
G,G6,83.3. The Service shall be integrated with the grounds maintenance Service where possible so that there is no duplication of tasks in external areas.
G,G6,83.4. The Supplier shall:
G,G6,83.4.1. Clean external signage including heritage signage as Approved by the Buyer;
G,G6,83.4.2. Clean piers and pontoons where they are present and waste stores and receptacles at a frequency agreed with the Buyer;
G,G6,"83.4.3. Clean hard and soft external landscaping, including car parks, at a frequency stated by the Buyer as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly] "
G,G6,"83.5. The Supplier shall operate a regular external cleaning programme, using the appropriate equipment at all times, following safe working procedures in accordance with all current relevant legislation."
G,G6,"83.6. The Supplier shall ensure that Supplier Staff are trained to undertake the tasks demanded of them, for example, in the use of industrial cleaning equipment including scrubber driers, rotary buffers, steam cleaners and pressure washers."
G,G6,83.7. The Supplier shall ensure that any cleaning methods used complies with any manufacturer’s recommendation for the item / object / structure being cleaned.
G,G6,83.8. The Supplier shall undertake scheduled litter picking patrols of the Buyers Premises to keep external areas free from litter and presentable.
G,G6,"83.9. The Supplier shall undertake periodic cleaning of hardstanding in external areas to remove chewing gum and any build up of moss algae. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
G,G7,Pest Control Services
G,G7,"84.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G7,"84.2. The Supplier shall provide a [bi-monthly] planned and re-active pest control Service to keep the Buyer Premises free from all types of rodents, birds and insects. Where other pests outside this scope affect a Buyer Premise (e.g. foxes, moles and/or rabbits) the Buyer shall provide details of additional requirements and how these Services shall be priced as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
G,G7,84.3. The Supplier shall provide site specific pest risk assessments and full pest control action measures and activities for dealing with the range of pests encountered within the Buyer Premises within the Service Delivery Plan. The Supplier shall ensure only biocidal products approved by HSE are used on Buyer Premises.
G,G7,84.4. The Supplier shall ensure all potential risks to wildlife and the environment and humane pest control methods are given consideration whilst developing the Service Delivery Plan.
G,G7,"84.5. A detailed survey of the Buyer Premises shall be Delivered at Buyer Premises during the Mobilisation Period before any control is undertaken. The findings and results of the survey, together with other information, shall then be used in formulating the measures and activities within the Service Delivery Plan, of which control is a major part."
G,G7,"84.6. The Supplier shall give priority to infestations that present a major risk to health, safety and welfare, or which have an operational impact on the Buyer, and Deliver an emergency reactive Service and respond to emergency pest control requirements within [24 hours] of being notified. "
G,G7,84.7. The Supplier shall respond to routine pest control requirements within [5 Working Days] of being notified.
G,G7,"84.8. In instances where there are repeated infestations that reduce occupancy or operational capability, the Supplier shall be responsible for the implementation of a preventative regime to avoid re-infestation. "
G,G7,84.9. The Supplier shall report repeated infestations or instances of poor house-keeping to the Buyer and record all details on the CAFM system.
G,G7,"84.10. Where pests are known to be active at certain and regular periods of the year, the Supplier shall implement both pro-active and long term preventative measures and include the approaches as part of the Service Delivery Plan to ensure against damage to Buyer’s infrastructure and the Buyer Premises."
G,G7,84.11. The Supplier shall where necessary align the pest control action measures and activities within the Service Delivery Plan with the grounds maintenance regime to maximise potential synergies with these Services.
G,G7,"84.12. There may be additional requirements for museums, galleries, nature conservation sites, historic environments, housing, forestry and woodlands, archives and laboratories. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
G,G7,"84.13. The Supplier shall remove all dead rodents, birds and insects, either as a result of the pest control Service or other means."
G,G7,84.14. Where Buyer Premises require the installation of new bird netting or specialist Services (e.g. hawking Services) to prevent persistent fouling and/or building damage this shall be managed via the Additional Works and Approval Process.
G,G7,84.15. A Control of Substances Hazardous to Health (CoSHH) register shall be prepared and maintained for all substances used within the pest control function.
G,G7,84.16. Guidance shall be sought from the various trade and governing bodies for the sector including the following:
G,G7,84.16.1. British Pest Control Association (BPCA); and
G,G7,84.16.2. The Royal Society for Public Health (RSPH).
G,G8,Cleaning of Integral Barrier Mats
G,G8,"85.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G8,85.2. The Supplier shall ensure that all barrier matting is well maintained and kept clean.
G,G8,85.3. The Costs for replacement barrier matting including coir matting shall be charged via the Additional Works and Approval Process.
G,G8,"85.4. The Supplier shall advise the Buyer when replacement barrier matting, including coir matting, is required."
G,G8,85.5. The Supplier shall ensure current BICS cleaning Standards for soft flooring are to be applied.
G,G8,85.6. The Supplier shall ensure National Standards of Health Care Cleanliness are to be applied (where applicable).
G,G9,Reactive Cleaning (Outside Operational Working Hours)
G,G9,"86.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G9,"86.2. The Supplier shall ensure that all reactive cleaning requests generated via the helpdesk during the agreed Operational Working Hours at the Buyer Premises, with the exception of infection prevention and control infection control specialist cleaning Services, are managed as part of the routine cleaning Service."
G,G9,"86.3. Where the Buyer requires the Delivery of a reactive Service outside of the agreed Operational Working Hours at the Buyer Premises, the Supplier shall be responsible for the Delivery of the Service and shall ensure the full and safe use of the Buyer Premises is maintained. Tasks can include but not be limited:"
G,G9,"86.3.1. Responding to spillages, including foodstuffs, human waste, animal waste, cooking oil, vehicular fuel;"
G,G9,86.3.2. Responding to cleaning requirements generated via works undertaken by Buyer Third Parties;
G,G9,"86.3.3. Responding to infection outbreaks and Delivery of mechanical deep cleaning, decontamination and disinfection Services (e.g. electrostatic spray disinfection Services, antiviral sanitisation Services) of buildings, furnishings and equipment. These Services shall require testing services to ensure Buyer Premises are contamination free prior to any return to the Buyer Premises by Buyer Staff or Building Users; "
G,G9,86.3.4. Replenishing hygiene / clinical consumables;
G,G9,86.3.5. Maintaining cleanliness of prestige / high profile areas; and
G,G9,"86.3.6. Removal of staining from building fabric as caused by such events such as atmospheric pollution, the accidental spillage of materials and the application of graffiti."
G,G9,86.4. The Services Delivered outside of the agreed Operational Working Hours shall be managed as per the Additional Works and Approvals Process.
G,G10,Additional Cleaning Services
G,G10,"87.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G10,87.2. The Supplier shall provide additional cleaning Services including but not limited to:
G,G10,"87.2.1. IT Equipment Cleaning - Where this Service is requested by the Buyer, the Supplier shall clean desktop computers, screens and keyboards. "
G,G10,87.2.1.1. The Supplier shall ensure that none of the cleaning operations shall have any detrimental effect on the performance of the Buyer’s IT systems or damage any of the equipment to be cleaned. Guidance shall be sought from the various trade and governing bodies for the sector including The Cleaning and Support Services Association (CSSA).
G,G10,"87.2.2. Specialist Cleaning - The Supplier shall provide a specialist cleaning Service at the Buyer Premises which shall include antiques, pictures, artwork, sculptures, statues, ceramics, fabrics, trophies and chandeliers."
G,G10,"87.2.2.1. The cleaning regimes shall comply with the advice / recommendations provided by English Heritage / CADW / Historic Scotland / Historic Environment Division (Northern Ireland), the specialist conservation consultant and as instructed by the Buyer. "
G,G10,87.2.2.2. The Supplier shall ensure that utmost care be taken when handling and cleaning these items.
G,G10,87.2.2.3. The Supplier shall have full responsibility for the items during the cleaning process and shall indemnify the Buyer against breakages or failures due directly to the cleaning process. Where the age and condition of an item is seen to deteriorate requiring the intervention of professional renovation; this shall be agreed with the Buyer before attempting to conduct cleaning.
G,G10,"87.2.2.4. This Service shall be Delivered on an ad hoc basis and Costs for the Services shall be included in the Charges. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
G,G10,"87.2.2.5. Under no circumstances is the Supplier to authorise the cleaning of antique furniture, display items, mirrors or artefacts, unless the method of cleaning has been agreed in writing and underwritten by the Buyer."
G,G10,87.2.3. Cleaning of Curtains and Window Blinds - The Supplier shall provide a professionally managed curtain and window blinds cleaning Service at a frequency agreed with the Buyer. Curtains are to be removed from rails and cleaned by a suitable Approved method. Care shall be taken to maintain any guarantees on the curtains.
G,G10,"87.2.4. Medical, Clinical and Laboratory Cleaning - The Supplier shall be responsible for the cleaning of all medical, clinical and laboratories (and equipment) where required by the Buyer. "
G,G10,87.2.4.1. The Supplier shall ensure that Supplier Staff Delivering this Service shall have successfully completed and be in possession of a first-aid responder qualification. The Supplier shall ensure that the Service is Delivered to the required Standards. Further details of these requirements and such Standards shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”]
G,G10,87.2.5. Cleaning of Communications and Equipment Rooms - The Supplier shall ensure that cleaning of communication and equipment rooms shall be by arrangement with the Buyer.
G,G10,"87.2.5.1. The Supplier shall ensure that communication and equipment rooms are cleaned following the required cleaning Standard and any additional Standards in relation to the specific cleaning requirement, for example, the Data Centre Cleaning Standard (ISO 14644). "
G,G10,"87.2.5.2. Where required there may be additional security clearance of cleaning operatives in high risk areas. The scope shall include comms rooms, data centres, and any other space related to or supporting IT equipment. "
G,G10,"87.2.6. Vehicle cleaning - The Supplier shall provide vehicle cleaning Services to the Buyer. Services shall be delivered to the Standard as agreed with the Buyer and includes both internal and external vehicle cleaning Services, deep cleaning, scheduled and reactive cleaning."
G,G11,Housekeeping
G,G11,"88.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G11,"88.2. The Supplier shall provide a professionally managed housekeeping Service for Buyer Staff and Building Users at the Buyer Premises. Through the use of Good Industry Practice and the introduction of innovation, this shall Achieve and demonstrate value for money on a continuous basis."
G,G11,"88.3. The Supplier shall implement actions and responsibilities as per the Service Delivery Plan and/or Sustainability Management Plan,which addresses resource efficiency targets including energy and water consumption and waste production."
G,G11,"88.4. As part of the actions and responsibilities within the Service Delivery Plan and/or Sustainability Management Plan, the Supplier shall:"
G,G11,"88.4.1. Measure and report performance on a periodic basis at a frequency agreed with the Buyer. Reports shall be supported by evidence in the form of inventory logs, energy consumption readings and equipment utilisation logs; and"
G,G11,"88.4.2. Identify management actions and investment priorities for reducing cost and improving materials, energy and carbon efficiency."
G,G11,"88.5. The Supplier shall ensure that a nominated manager of the housekeeping Service for each Buyer Premises is contactable [twenty-four (24) hours a day, seven (7) days a week, fifty-two (52) weeks a year]. "
G,G11,88.6. The Supplier shall also provide cover for the nominated manager for annual leave and sickness. The contact details shall be posted in clearly defined areas agreed with the Buyer Authorised Representative.
G,G11,"88.7. The Supplier shall provide a customer satisfaction survey form at the start of the Buyer Staff and Building Users’ stay, which shall be returned to the Supplier on departure and the responses shall be logged on to the CAFM system."
G,G11,88.8. The Supplier shall seek guidance from relevant trade and governing bodies for the relevant sector including but not limited to the following:
G,G11,88.8.1. The Guild of Cleaners & Launderers;
G,G11,88.8.2. The National Association of the Launderette Industry (NALI); and
G,G11,88.8.3. The Textile Services Association (TSA).
G,G11,"88.9. The linen used or required to carry out the Service shall, as a minimum, comply with the mandatory level of the Government Buying Standard for textiles."
G,G11,88.10. The Supplier shall ensure that the dry cleaning Service shall be Delivered in line with current directives and legislation.
G,G12,Standard Wash Linen and Laundry Services
G,G12,"89.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
G,G12,"89.2. The Supplier shall in all cases, whether Buyer Owned Linen and laundry items and/or Supplier linen (hire):"
G,G12,89.2.1. Collect used linen items from one or more designated collection points which shall be specified by the Buyer;
G,G12,89.2.2. Wash used linen items in line with Good Industry Practice and appropriate to the Buyer; and
G,G12,89.2.3. Return clean linen items to one or more separate designated return points as specified by the Buyer.
G,G12,89.3. The Supplier shall seek guidance from relevant trade and governing bodies for the sector including but not limited to the following:
G,G12,89.3.1. The Guild of Cleaners & Launderers;
G,G12,89.3.2. The National Association of the Launderette Industry (NALI); and
G,G12,89.3.3. The Textile Services Association (TSA).
G,G12,"89.4. The Supplier shall provide the Services [five days a week (Monday to Friday inclusive, excluding public holidays)]."
G,G12,"89.5. The Supplier shall wrap/pack all linen items. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]."
G,G12,"89.6. Where Services are being supplied for linen and laundry items owned by the Buyer, the Supplier shall return all clean, linen and laundry items to the designated return point(s) specified by the Buyer, within [72 hours] of collection from the designated collection point (excluding weekends and public holidays)."
G,G12,"89.7. The Supplier shall provide an auditable tracing system to enable all linen and laundry items to be tracked through the linen processing cycle from collection to wash, finish and return."
H,H,Work Package H - Miscellaneous FM Services
H,H1,Service H1 - Mail Services
H,H1,"90.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
H,H1,"90.2. The Supplier shall act in accordance with, including but not limited to;"
H,H1,90.2.1. HMG Infosec Standard 5 (IS5); and
H,H1,90.2.2. National Cyber Security Centre (NCSC) (previously Communications Electronic Security Group (CESG)) – Good Practice Guide No. 53.
H,H1,90.3. The Supplier shall be responsible for the management and successful operation of a streamlined mail room Service for the Buyer that is integrated whenever possible with all other relevant Services in order to provide value for money for the Buyer.
H,H1,"90.4. The Supplier shall provide a secure mail delivery Service between Government bodies on a national basis throughout the United Kingdom. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
H,H1,"90.5. The Supplier shall be solely responsible for the interface between the Buyer and all Buyer Third Parties in relation to mail. The Supplier shall provide innovative proposals for the most advantageous Services offered by the Supplier and/or Subcontractor(s). The Supplier shall consider the use of various collection and delivery Services including the use of the PO Box Service, business and reply paid mail and packet post where appropriate. The Supplier shall provide the Buyer with proposals to maximise the efficiency of its incoming and outgoing mail regimes. "
H,H1,90.6. The Supplier shall ensure that Supplier Staff have the security clearance necessary to deliver the level of protectively marked mail to be Delivered under the Call-Off Contract as advised by the Buyer.
H,H1,90.7. The Supplier shall ensure that the paper and paper products such as envelopes used in the Delivery of the Service shall be compliant with the requirements of the Government Buying Standard for paper and paper products.
H,H2,Internal Messenger Service
H,H2,"91.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
H,H2,"91.2. The Supplier shall act in accordance with, including but not limited to;"
H,H2,91.2.1. HMG Infosec Standard 5 (IS5); and
H,H2,91.2.2. National Cyber Security Centre (NCSC) (previously Communications Electronic Security Group (CESG)) – Good Practice Guide No. 53.
H,H2,91.3. The Supplier shall provide a messenger Service at each Buyer Premises where required.
H,H2,91.4. The Supplier shall arrange for Supplier Staff to collect messages and other items from the main point of delivery and distribute this to the designated drop off points within each Buyer Premises.
H,H2,91.5. The Supplier shall ensure that the collections and deliveries from collection and drop-off points shall take place at the relevant times determined by the Buyer during Operational Working Hours at all times.
H,H2,91.6. The Supplier shall ensure that the paper and paper products such as envelopes used in the delivery of the Service shall be compliant with the requirements of the Government Buying Standard for paper and paper products.
H,H3,Courier Booking and Distribution Services
H,H3,"92.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
H,H3,"92.2. The Supplier shall act in accordance with, including but not limited to;"
H,H3,92.2.1. HMG Infosec Standard 5 (IS5); and
H,H3,92.2.2. Security Policy Framework.
H,H3,92.3. The Supplier shall manage and co-ordinate the following Services:
H,H3,92.3.1. National and international courier Service for the Buyer;
H,H3,92.3.2. Distribution of Buyer property across Buyer Premises or to Buyer nominated locations;
H,H3,92.3.3. Packaging goods in readiness for distribution across Buyer Premises or to Buyer nominated locations; and
H,H3,92.3.4. Logistics Services associated with the transport of goods within / across Buyer Premises or Buyer nominated locations.
H,H3,"92.4. The Supplier shall use departmental and/or pan-Government commercial vehicles that have been approved by the Buyer to procure courier booking Service. Should the Supplier be able to demonstrate that their supply chain is able to offer better value-for-money, the Buyer may accept those as suitable Subcontractor(s), however the Buyer reserves the right to choose either those or alternative suppliers for this Service."
H,H3,92.5. Couriers and parcel companies sub-contracted by the Supplier for delivering goods and services shall comply with the Government Buying Standard for transport in performance of the Contract.
H,H3,"92.6. The Supplier shall support the Buyer's policy on Greening Government Commitments by ensuring that transport carbon emissions are minimised through well planned transportation schedules, optimising collections and deliveries to Buyer Premises, and through the use of bicycle couriers, and well maintained, low emission vehicles."
H,H4,Repairperson Services
H,H4,"93.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
H,H4,93.2. The Supplier shall provide:
H,H4,93.2.1. An adaptable and responsive repairs Service to the Buyer Premises during Operational Working Hours. Supplier Staff who execute tasks of this nature shall be adequately trained and experienced for the work to be carried out; and
H,H4,"93.2.2. All necessary tools and equipment for carrying out the repairs Service, including access equipment to enable the Supplier to perform tasks safely."
H,H4,"93.3. The Supplier shall ensure that Supplier Staff are not exposed to danger due to a skills shortage. The Supplier Staff Delivering the repairperson Service shall have training, experience and expertise in the wide range of maintenance and repair requests that are likely to be demanded of this Service."
H,H4,"93.4. The Buyer welcomes proposals, which maximise the repairperson Service to complement all other aspects of its workforce. The Supplier shall be required to demonstrate the validity and maximum usage of the Service, and continuously seek to drive down costs associated with the Service through exploring synergies between all other Services, multi-tasking and re-deployment on a daily basis."
H,H4,"93.5. With sole contact being made through and monitored by the helpdesk, the repairperson Service shall be available to deal with general small repairs and decoration on a planned, reactive or ad hoc basis. The Supplier shall ensure that Approval to proceed with the task has been received from the Buyer prior to the commencement of any works. "
H,H4,93.6. Tasks likely to fall within the remit of the repairperson Service include but are not limited to:
H,H4,93.6.1. Picture hanging;
H,H4,93.6.2. Shelf hanging;
H,H4,93.6.3. Pin-board installation;
H,H4,93.6.4. Light-bulb changing;
H,H4,93.6.5. Toilet-seat replacement;
H,H4,93.6.6. Clearing pipe / drain blockages;
H,H4,93.6.7. Building fabric inspections;
H,H4,93.6.8. Carpet repairs; and
H,H4,93.6.9. Movement of boxes and small-scale furniture movement.
H,H4,93.7. Costs for the repairperson Service are to be included in the Charges.
H,H4,93.8. The Supplier shall ensure that the repairperson Services are reconciled quarterly and any unused time shall be rolled into the next quarterly provision. The Supplier shall record the nature of the tasks carried out under the reactive maintenance Service within the CAFM System.
H,H4,"93.9. For consumables and small components, the Buyer may require the allocation of a fixed cost for each full day of the Service at the Buyer Premises. Where this agreement exists, the Supplier shall be responsible for managing a [Monthly] reconciliation process with the Buyer to track projected and actual spend to ensure a value-for-money service is Delivered and maintained. Further details of these requirements shall be highlighted as part of a Call-Off Procedure. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
H,H5,Move and Space Management (Internal Moves)
H,H5,"94.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
H,H5,"94.2. In respect of the move management Service, where a move is required the Supplier shall be responsible for managing the move process and for the execution of the move. The Supplier shall provide an estimate of the cost of the move, which shall be managed via Call-Off Schedule 25 (Additional Works). "
H,H5,94.3. The Supplier shall ensure that the Buyer has issued a written Approval prior to execution of any move.
H,H5,"94.4. Where the move involves a flexible workspace, the management of the move shall be undertaken in conjunction with any Buyer Third Party in relation to space management to ensure that the aims and integrity of the flexible workspace is maintained."
H,H5,94.5. Temporary storage of furniture may be a requirement for certain moves. Costs shall be managed via the Additional Works and Approval Process as detailed in Call-Off Schedule 25 (Additional Works).
H,H5,"94.6. Where possible, office space redesign shall provide a working space of no more than 8 m2 per workstation."
H,H5,94.7. The following areas shall be included in all move management exercises:
H,H5,94.7.1. Planning – documented preparation of move plans;
H,H5,94.7.2. Updating CAD drawings and asset registers;
H,H5,94.7.3. Providing full CAD drawings where only paper versions are currently available;
H,H5,94.7.4. Stakeholder management;
H,H5,"94.7.5. Movement of furniture, equipment and personal effects;"
H,H5,94.7.6. Management of Subcontractors;
H,H5,"94.7.7. Liaison with other Buyer Third Parties (e.g. IT and telecommunications, other specialist advisors; and"
H,H5,94.7.8. Post occupancy evaluation.
H,H5,"94.8. With regard to disposal of furniture, the relevant Government Buying Standard includes the statement that all Government departments and their agencies are encouraged to meet at least 5% of the office furniture and 10% of the domestic/residential items through reuse/refurbish/re-upholster of their current furniture stock. This shall be embedded in the Authority’s and the Office for Government Property’s separate centralised vehicle facilitating office furniture reuse."
H,H5,"94.9. As ministerial office and residential accommodation may be involved, the Supplier shall recognize the special security implications affecting any alterations. The Buyer shall work with the Supplier as required in those eventualities to assist in space planning exercises/negotiations. [The Buyer is to define such requirements here or provide details of where such requirements can be located within the bid pack e.g. “Please see Call-Off Schedule X for more information”. If no further details are required by the Buyer, please consider either replacing the text with NOT USED or amend accordingly]"
H,H6,Porterage
H,H6,"95.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
H,H6,95.2. The Supplier shall provide a professionally managed porterage Service as required at each Buyer Premises.
H,H6,95.3. The Supplier shall recognise that certain buildings within a Buyer Premises may make urgent requests for porterage Services. The Supplier shall ensure these requests take priority over other requests.
H,H6,"95.4. Where ad hoc requests for porterage Services are requested by the Buyer outside Operational Working Hours, the Supplier shall be responsible for Delivering the Services. Costs for this service shall be managed via the Additional Works and Approvals Process as detailed in Call-Off Schedule 25 (Additional Works)."
H,H6,"95.5. The porterage Service provided shall be flexible in nature and able to accomplish small office moves, the transport of inter-departmental supplies, and to assist other FM Services (whether Delivered by the Supplier or Buyer Third Parties) as required including the Delivery of internal and external post, parcels, delivering stationery to allocated store areas and moving heavy packages."
H,H6,"95.6. The porterage Service shall also include but not be limited to general tasks including changing clock batteries, setting up meeting and conference rooms, flag flying, arranging office layout and connecting laptops and teleconference phones as requested before conferences and meetings coordinated via the helpdesk."
H,H6,"95.7. Porterage Services shall be required for both small and more complex tasks. For example, a small task may include, but not be limited to moving a filing cabinet; or for more complex tasks requiring more time and effort these may include moving an entire management unit as part of a larger project."
H,H6,95.8. The porterage Service shall be controlled entirely by the helpdesk and shall be subject to the relevant performance measures.
H,H6,"95.9. All Supplier Staff shall have undertaken appropriate training including manual handling, customer service skills and be otherwise appropriately professionally trained for their duties."
H,H7,Signage
H,H7,"96.1. All applicable requirements detailed in paragraph 1 (Statutory and Mandated Requirements), shall apply to this Service."
H,H7,96.2. The Supplier shall be responsible for all signage associated means of escape identification and any other statutory / mandatory signage at the Buyer Premises.
H,H7,"96.3. During the Mobilisation Period, the Supplier shall be responsible for undertaking a review of all statutory signage associated with means of escape identification and any other statutory / mandatory signage at the Buyer Premises to identify:"
H,H7,96.3.1. The condition of the installed signage; and
H,H7,96.3.2. Levels of compliance with all statutory requirements.
H,H7,"96.4. The Supplier shall be responsible for issuing the Buyer details of the review in a formal report upon completion during the Mobilisation Period, which shall include statutory signage rectification plans and Costs where appropriate."
H,H7,96.5. The Supplier shall be pro-active in the provision of this Service and shall advise on any additional further signage that may be of benefit to Buyer Staff or the public throughout the duration of the Call-Off Contract Period.
H,H7,96.6. The Supplier shall agree design elements for all signs with the Buyer and shall ensure only agreed formats are installed.
